1,5.87930799156311e-06
10,1.3177311757317511e-06
100,0.0006978534511290491
1000,1.2359519132587593e-06
1001,0.003524444531649351
1002,8.36703293316532e-06
1003,2.73383989224385e-06
1004,0.9875981211662292
1005,1.592606531630736e-05
1006,0.0002462611300870776
1007,3.940889291698113e-05
1008,0.00021645842934958637
1009,4.5196982682682574e-05
101,0.0022539524361491203
1010,2.7413771022111177e-06
1011,0.001526550273410976
1012,0.00048541545402258635
1013,0.00010587114229565486
1014,1.1546397900019656e-06
1015,0.010283509269356728
1016,0.9993682503700256
1017,1.983776019187644e-05
1018,0.0017942729173228145
1019,0.008949903771281242
102,2.476016049968166e-07
1020,0.0013237000675871968
1021,0.0035557677038013935
1022,7.802386244293302e-05
1023,2.3344167857430875e-05
1024,4.152560359216295e-05
1025,5.273703936836682e-05
1026,7.403931704175193e-06
1027,0.0025447593070566654
1028,0.0010241956915706396
1029,0.9711607694625854
103,7.902955258032307e-05
1030,1.2268126738490537e-05
1031,4.14539135817904e-05
1032,4.2936051613651216e-05
1033,4.376255310489796e-05
1034,7.060710777295753e-05
1035,1.1199676009709947e-05
1036,5.594250524154631e-06
1037,3.4950462577398866e-06
1038,3.7092863749421667e-06
1039,6.41840961179696e-06
104,0.0008572236401960254
1040,0.0004793047555722296
1041,0.5032846331596375
1042,0.00016825295460876077
1043,1.1843671927636024e-06
1044,1.6082885849755257e-05
1045,2.9158320558053674e-07
1046,0.005324159748852253
1047,0.003869728883728385
1048,1.812245358223663e-07
1049,0.006927087903022766
105,1.3728566045756452e-05
1050,2.3000038709142245e-05
1051,2.495513399480842e-06
1052,0.00020677300926763564
1053,0.9250184297561646
1054,2.125914761563763e-05
1055,9.597503094482818e-07
1056,2.9879578505642712e-05
1057,0.02870817855000496
1058,0.00030245984089560807
1059,1.332085588501286e-07
106,0.0013942918740212917
1060,0.0013816449791193008
1061,2.220932856289437e-06
1062,1.9228098608436994e-05
1063,0.00012665262329392135
1064,0.00012065950431860983
1065,2.303052610841405e-07
1066,0.995668888092041
1067,0.0005266763619147241
1068,1.6882242562132888e-05
1069,1.1476715400249304e-07
107,4.821279731004324e-07
1070,6.428065830732521e-07
1071,4.575828427277884e-07
1072,2.4287114683829714e-06
1073,4.6432097633442027e-07
1074,5.540822257898981e-06
1075,2.3806012450222624e-06
1076,6.726929859723896e-05
1077,2.531237896619132e-06
1078,0.9192546606063843
1079,7.38185349291598e-07
108,1.0930253665719647e-05
1080,1.1025364074157551e-05
1081,0.002570229582488537
1082,2.459587221892434e-06
1083,2.8184567781863734e-05
1084,5.977748060104204e-06
1085,2.6881721169047523e-06
1086,2.3329403120442294e-07
1087,1.6744883396313526e-05
1088,6.408395620383089e-06
1089,0.006871435791254044
109,1.6280050658679102e-06
1090,0.9734492301940918
1091,0.005319255869835615
1092,0.9849461317062378
1093,5.361818580240651e-07
1094,1.758570761012379e-06
1095,0.0002494903455954045
1096,2.8045860744896345e-07
